Route,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seats Availability
Hyderabad to Vijayawada,APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25,03:00,06h 35m,4.7,436.0,17.0
Hyderabad to Vijayawada,APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:25,02:30,06h 05m,3.9,670.0,20.0
Hyderabad to Vijayawada,APSRTC - 24262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:00,05h 30m,3.9,469.0,3.0
Hyderabad to Vijayawada,APSRTC - 3962,INDRA(A.C. Seater),20:35,03:35,07h 00m,3.8,551.0,37.0
Hyderabad to Vijayawada,APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,03:00,06h 25m,3.9,469.0,25.0
Hyderabad to Vijayawada,APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),20:35,02:45,06h 10m,3.9,565.0,33.0
Hyderabad to Vijayawada,APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,03:45,07h 05m,3.9,436.0,13.0
Hyderabad to Vijayawada,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:40,03:00,06h 20m,3.5,595.0,10.0
Hyderabad to Vijayawada,APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),21:00,04:00,07h 00m,4.3,565.0,16.0
Hyderabad to Vijayawada,APSRTC - 37801,INDRA(A.C. Seater),21:00,03:45,06h 45m,3.6,528.0,22.0
Hyderabad to Vijayawada,APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,4.0,469.0,6.0
Hyderabad to Vijayawada,APSRTC - 38202,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,2.4,412.0,13.0
Hyderabad to Vijayawada,APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:40,06h 40m,4.1,446.0,15.0
Hyderabad to Vijayawada,APSRTC - 3969,INDRA(A.C. Seater),21:05,03:15,06h 10m,2.4,528.0,18.0
Hyderabad to Vijayawada,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:05,04:00,06h 55m,3.9,720.0,38.0
Hyderabad to Vijayawada,APSRTC - 4974,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,03:45,06h 40m,4.5,469.0,16.0
Hyderabad to Vijayawada,APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,03:30,06h 25m,2.2,436.0,19.0
Hyderabad to Vijayawada,APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:40,07h 25m,3.8,436.0,10.0
Hyderabad to Vijayawada,APSRTC - 4888,INDRA(A.C. Seater),21:15,03:30,06h 15m,3.7,528.0,18.0
Hyderabad to Vijayawada,APSRTC - 3612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04:50,07h 30m,3.9,448.0,17.0
Hyderabad to Vijayawada,APSRTC - 95703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:25,03:30,06h 05m,3.3,452.0,8.0
Hyderabad to Vijayawada,APSRTC - 3911,INDRA(A.C. Seater),21:30,03:45,06h 15m,3.9,528.0,36.0
Hyderabad to Vijayawada,APSRTC - 4043,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:25,06h 55m,3.9,412.0,14.0
Hyderabad to Vijayawada,APSRTC - 4795,INDRA(A.C. Seater),21:30,04:00,06h 30m,2.9,567.0,20.0
Hyderabad to Vijayawada,APSRTC - 3883,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,04:05,06h 30m,3.6,436.0,34.0
Hyderabad to Vijayawada,APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,04:15,06h 40m,3.9,469.0,28.0
Hyderabad to Vijayawada,APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,03:45,06h 10m,3.5,436.0,13.0
Hyderabad to Vijayawada,APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:38,04:05,06h 27m,4.5,456.0,16.0
Hyderabad to Vijayawada,APSRTC - 4920,INDRA(A.C. Seater),21:40,04:00,06h 20m,3.7,567.0,21.0
Hyderabad to Vijayawada,APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:50,07h 05m,4.2,448.0,23.0
Hyderabad to Vijayawada,APSRTC - 4936,STAR LINER(NON-AC SLEEPER 2+1),21:45,03:45,06h 00m,4.3,607.0,11.0
Hyderabad to Vijayawada,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,04:00,06h 15m,4.6,670.0,25.0
Hyderabad to Vijayawada,APSRTC - 4815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:15,06h 30m,4.4,436.0,2.0
Hyderabad to Vijayawada,APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,05:05,07h 10m,3.6,448.0,34.0
Hyderabad to Vijayawada,APSRTC - 4996,INDRA(A.C. Seater),21:55,04:15,06h 20m,3.8,528.0,30.0
Hyderabad to Vijayawada,APSRTC - 35136,INDRA(A.C. Seater),21:58,04:00,06h 02m,3.8,528.0,32.0
Hyderabad to Vijayawada,APSRTC - 3917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:45,06h 45m,4.1,412.0,25.0
Hyderabad to Vijayawada,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:49,05h 49m,3.8,670.0,44.0
Hyderabad to Vijayawada,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:30,07h 30m,4.5,469.0,26.0
Hyderabad to Vijayawada,APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:30,07h 30m,3.9,436.0,17.0
Hyderabad to Vijayawada,APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),22:05,04:30,06h 25m,4.7,565.0,5.0
Hyderabad to Vijayawada,APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,04:30,06h 20m,4.3,517.0,26.0
Hyderabad to Vijayawada,APSRTC - 3691,INDRA(A.C. Seater),22:10,04:30,06h 20m,3.5,551.0,15.0
Hyderabad to Vijayawada,APSRTC - 4340,INDRA(A.C. Seater),22:10,05:00,06h 50m,3.2,528.0,38.0
Hyderabad to Vijayawada,APSRTC - 4355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,05:15,07h 05m,4.2,436.0,14.0
Hyderabad to Vijayawada,APSRTC - 4049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05:35,07h 20m,4.0,436.0,24.0
Hyderabad to Vijayawada,APSRTC - 3944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,04:45,06h 25m,3.6,469.0,16.0
Hyderabad to Vijayawada,APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),22:25,05:00,06h 35m,3.7,595.0,11.0
Hyderabad to Vijayawada,APSRTC - 49334,NIGHT RIDER (SEATER CUM SLEEPER),22:25,04:30,06h 05m,3.9,595.0,28.0
Hyderabad to Vijayawada,APSRTC - 3582,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:25,04:30,06h 05m,4.3,670.0,39.0
Hyderabad to Vijayawada,APSRTC - 1445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:30,07h 00m,3.9,448.0,30.0
Hyderabad to Vijayawada,APSRTC - 3909,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:35,07h 05m,3.9,436.0,20.0
Hyderabad to Vijayawada,APSRTC - 3824,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:10,06h 40m,3.4,436.0,22.0
Hyderabad to Vijayawada,APSRTC - 9365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:00,06h 30m,3.4,414.0,23.0
Hyderabad to Vijayawada,APSRTC - 3560,INDRA(A.C. Seater),22:30,03:45,05h 15m,4.0,528.0,26.0
Hyderabad to Vijayawada,APSRTC - 3695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:20,06h 50m,4.2,448.0,26.0
Hyderabad to Vijayawada,APSRTC - 35106,VENNELA (A.C. SLEEPER),22:40,04:05,05h 25m,4.3,781.0,18.0
Hyderabad to Vijayawada,APSRTC - 4791,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:40,05:00,06h 20m,4.3,720.0,23.0
Hyderabad to Vijayawada,APSRTC - 3839,VENNELA (A.C. SLEEPER),22:45,04:20,05h 35m,2.5,737.0,13.0
Hyderabad to Vijayawada,APSRTC - 35120,INDRA(A.C. Seater),22:45,04:45,06h 00m,3.8,528.0,39.0
Hyderabad to Vijayawada,APSRTC - 3952,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05:15,06h 30m,3.9,456.0,33.0
Hyderabad to Vijayawada,APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,04:35,05h 50m,3.4,670.0,42.0
Hyderabad to Vijayawada,APSRTC - 3542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05:50,07h 00m,3.7,444.0,26.0
Hyderabad to Vijayawada,APSRTC - 4371,INDRA(A.C. Seater),23:00,05:15,06h 15m,4.0,567.0,26.0
Hyderabad to Vijayawada,APSRTC - 23703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:00,05h 00m,3.9,436.0,33.0
Hyderabad to Vijayawada,APSRTC - 3508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:15,06h 15m,3.6,448.0,27.0
Hyderabad to Vijayawada,APSRTC - 3516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,06:05,06h 55m,2.3,412.0,27.0
Hyderabad to Vijayawada,APSRTC - 3826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,05:40,06h 30m,2.9,436.0,34.0
Hyderabad to Vijayawada,APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),23:10,05:25,06h 15m,3.7,580.0,16.0
Hyderabad to Vijayawada,APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:15,04:35,05h 20m,3.9,670.0,49.0
Hyderabad to Vijayawada,APSRTC - 3279,VENNELA (A.C. SLEEPER),23:25,05:00,05h 35m,4.0,795.0,16.0
Hyderabad to Vijayawada,APSRTC - 3514,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06:20,06h 50m,3.6,412.0,30.0
Hyderabad to Vijayawada,APSRTC - 4037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35,06:10,06h 35m,3.9,448.0,28.0
Hyderabad to Vijayawada,APSRTC - 3502,VENNELA (A.C. SLEEPER),23:45,05:20,05h 35m,3.6,781.0,22.0
Hyderabad to Vijayawada,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,05:05,05h 20m,3.9,670.0,43.0
Hyderabad to Vijayawada,APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:55,05:20,05h 25m,3.6,633.0,47.0
Hyderabad to Vijayawada,APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,05:05,05h 10m,4.1,670.0,36.0
Hyderabad to Vijayawada,TSRTC - 1585,RAJDHANI (A.C. Semi Sleeper),12:30,17:30,05h 00m,2.8,480.0,35.0
Hyderabad to Vijayawada,TSRTC - 41631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:30,05h 30m,2.9,440.0,31.0
Hyderabad to Vijayawada,TSRTC - 1449,RAJDHANI (A.C. Semi Sleeper),13:10,18:10,05h 00m,1.9,480.0,25.0
Hyderabad to Vijayawada,TSRTC - 42062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,20:50,07h 20m,3.8,396.0,33.0
Hyderabad to Vijayawada,TSRTC - 30610,RAJDHANI (A.C. Semi Sleeper),13:45,19:50,06h 05m,2.2,480.0,31.0
Hyderabad to Vijayawada,TSRTC - 7741,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:05,21:10,07h 05m,3.1,396.0,33.0
Hyderabad to Vijayawada,TSRTC - 41410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,20:30,06h 20m,1.8,396.0,31.0
Hyderabad to Vijayawada,TSRTC - 42262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,20:50,06h 40m,2.0,396.0,30.0
Hyderabad to Vijayawada,TSRTC - 5965,RAJDHANI (A.C. Semi Sleeper),14:20,20:30,06h 10m,2.6,480.0,3.0
Hyderabad to Vijayawada,TSRTC - 30810,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:45,20:50,06h 05m,2.9,533.0,33.0
Hyderabad to Vijayawada,TSRTC - 7761,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,22:10,07h 20m,4.1,396.0,33.0
Hyderabad to Vijayawada,TSRTC - 42462,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,21:50,06h 45m,2.0,396.0,30.0
Hyderabad to Vijayawada,TSRTC - 1469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,21:10,05h 55m,3.0,396.0,43.0
Hyderabad to Vijayawada,TSRTC - 1343,RAJADHANI AC (CONVERTED METRO LUXURY),15:45,21:50,06h 05m,2.1,480.0,31.0
Hyderabad to Vijayawada,TSRTC - 42662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,22:30,06h 40m,3.4,396.0,29.0
Hyderabad to Vijayawada,TSRTC - 2042,LAHARI A/C SLEEPER CUM SEATER,15:50,22:10,06h 20m,2.4,376.0,11.0
Hyderabad to Vijayawada,TSRTC - 1502,RAJADHANI AC (CONVERTED METRO LUXURY),16:10,22:30,06h 20m,2.5,480.0,32.0
Hyderabad to Vijayawada,TSRTC - 1589,RAJDHANI (A.C. Semi Sleeper),16:40,22:50,06h 10m,1.5,480.0,31.0
Hyderabad to Vijayawada,TSRTC - 8002,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,01:00,08h 15m,3.1,352.0,31.0
Hyderabad to Vijayawada,TSRTC - 42862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,23:30,06h 40m,2.1,396.0,31.0
Hyderabad to Vijayawada,TSRTC - 43062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,00:10,06h 40m,1.9,396.0,31.0
Hyderabad to Vijayawada,TSRTC - 41831,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,23:10,05h 30m,1.8,396.0,31.0
Hyderabad to Vijayawada,TSRTC - 9698,Lahari A/C sleeper,17:40,23:50,06h 10m,3.1,606.0,15.0
Hyderabad to Vijayawada,TSRTC - 1373,RAJDHANI (A.C. Semi Sleeper),17:55,00:10,06h 15m,2.1,480.0,35.0
Hyderabad to Vijayawada,TSRTC - 43262,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,00:50,06h 40m,3.7,396.0,30.0
Hyderabad to Vijayawada,TSRTC - 1143,RAJADHANI AC (CONVERTED METRO LUXURY),18:25,00:30,06h 05m,1.9,480.0,35.0
Hyderabad to Vijayawada,TSRTC - 1417,RAJDHANI (A.C. Semi Sleeper),18:30,23:30,05h 00m,2.0,480.0,32.0
Hyderabad to Vijayawada,TSRTC - 7620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,01:10,06h 20m,4.0,396.0,31.0
Hyderabad to Vijayawada,TSRTC - 9929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:55,01:50,06h 55m,2.3,352.0,16.0
Hyderabad to Vijayawada,TSRTC - 4073,RAJDHANI (A.C. Semi Sleeper),19:00,01:10,06h 10m,3.5,480.0,34.0
Hyderabad to Vijayawada,TSRTC - 1757,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,02:30,07h 20m,4.4,352.0,4.0
Hyderabad to Vijayawada,TSRTC - 40477,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,01:30,06h 15m,3.9,396.0,29.0
Hyderabad to Vijayawada,TSRTC - 9807,Lahari A/C sleeper,19:25,01:30,06h 05m,3.8,1400.0,15.0
Hyderabad to Vijayawada,TSRTC - 6552,RAJDHANI (A.C. Semi Sleeper),19:45,01:50,06h 05m,2.2,480.0,35.0
Hyderabad to Vijayawada,TSRTC - 9919,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,02:30,06h 40m,3.9,356.0,19.0
Hyderabad to Vijayawada,TSRTC - 7692,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:05,02:50,06h 45m,3.1,396.0,33.0
Hyderabad to Vijayawada,TSRTC - 2016,Lahari Non A/C Sleeper Cum Seater,20:25,03:00,06h 35m,3.1,399.0,21.0
Hyderabad to Vijayawada,TSRTC - 1548,RAJADHANI AC (CONVERTED METRO LUXURY),20:35,02:50,06h 15m,3.2,480.0,35.0
Hyderabad to Vijayawada,TSRTC - 42031,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,02:10,05h 30m,3.6,396.0,31.0
Hyderabad to Vijayawada,TSRTC - 7771,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:30,06h 45m,3.9,352.0,29.0
Hyderabad to Vijayawada,TSRTC - 31010,RAJDHANI (A.C. Semi Sleeper),21:05,03:10,06h 05m,3.1,480.0,33.0
Hyderabad to Vijayawada,TSRTC - 1781,RAJDHANI (A.C. Semi Sleeper),21:10,02:10,05h 00m,3.1,480.0,35.0
Hyderabad to Vijayawada,TSRTC - 2980,RAJADHANI AC (CONVERTED METRO LUXURY),21:25,03:30,06h 05m,3.1,480.0,31.0
Hyderabad to Vijayawada,TSRTC - 9880,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:40,06h 10m,4.0,352.0,17.0
Hyderabad to Vijayawada,TSRTC - 1581,RAJDHANI (A.C. Semi Sleeper),21:30,04:00,06h 30m,3.2,480.0,34.0
Hyderabad to Vijayawada,TSRTC - 17862,eGARUDA,21:40,04:00,06h 20m,3.0,533.0,31.0
Hyderabad to Vijayawada,TSRTC - 7769,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,04:30,06h 40m,3.1,352.0,27.0
Hyderabad to Vijayawada,TSRTC - 18662,eGARUDA,22:10,04:30,06h 20m,3.8,533.0,26.0
Hyderabad to Vijayawada,TSRTC - 9922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,04:50,06h 40m,3.6,396.0,29.0
Hyderabad to Vijayawada,TSRTC - 9933,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:10,06h 40m,4.1,396.0,27.0
Hyderabad to Vijayawada,TSRTC - 1627,RAJDHANI (A.C. Semi Sleeper),22:35,04:50,06h 15m,2.9,480.0,29.0
Hyderabad to Vijayawada,TSRTC - 17062,eGARUDA,22:55,04:55,06h 00m,2.7,533.0,29.0
Hyderabad to Vijayawada,TSRTC - 1649,RAJDHANI (A.C. Semi Sleeper),23:10,04:10,05h 00m,3.4,480.0,34.0
Hyderabad to Vijayawada,TSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,23:10,05:30,06h 20m,3.2,545.0,26.0
Hyderabad to Vijayawada,TSRTC - 4075,RAJDHANI (A.C. Semi Sleeper),23:20,05:20,06h 00m,2.9,480.0,31.0
Hyderabad to Vijayawada,Svkdt travels,A/C Sleeper (2+1),23:35,05:50,06h 15m,4.6,690.0,21.0
Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,4.5,570.0,25.0
Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),22:35,05:15,06h 40m,4.6,379.0,21.0
Hyderabad to Vijayawada,AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),23:25,05:10,05h 45m,4.4,449.0,44.0
Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),12:10,17:40,05h 30m,4.5,500.0,11.0
Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),12:15,18:05,05h 50m,4.5,500.0,38.0
Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:05,06h 20m,4.4,504.0,22.0
Hyderabad to Vijayawada,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,04:10,05h 15m,3.5,720.0,23.0
Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),16:00,23:00,07h 00m,4.4,332.0,19.0
Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),22:50,05:20,06h 30m,4.4,450.0,22.0
Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),00:20,06:30,06h 10m,4.4,450.0,25.0
Hyderabad to Vijayawada,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:25,05h 40m,4.4,409.0,18.0
Hyderabad to Vijayawada,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:59,06:30,06h 31m,4.4,680.0,24.0
Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),22:30,06:00,07h 30m,4.4,332.0,24.0
Hyderabad to Vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),23:35,05:30,05h 55m,4.4,449.0,25.0
Kakinada to Visakhapatnam,APSRTC - 2817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,16:30,03h 00m,3.6,281.0,31.0
Kakinada to Visakhapatnam,APSRTC - 3416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:00,04h 00m,4.2,281.0,33.0
Kakinada to Visakhapatnam,APSRTC - 2667,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:00,03h 00m,4.1,281.0,33.0
Kakinada to Visakhapatnam,APSRTC - 24265,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,17:30,03h 20m,2.6,281.0,34.0
Kakinada to Visakhapatnam,APSRTC - 23567,INDRA(A.C. Seater),14:20,17:30,03h 10m,3.5,340.0,36.0
Visakhapatnam to Kakinada,APSRTC - 3327,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,17:50,04h 30m,3.7,281.0,29.0
Visakhapatnam to Kakinada,APSRTC - 3329,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:30,04h 30m,2.1,281.0,31.0
Visakhapatnam to Kakinada,APSRTC - 23904,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:45,19:00,04h 15m,3.7,269.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2541,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:00,04h 30m,3.5,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 27092,METRO LUXURY A/C,15:45,19:30,03h 45m,3.9,383.0,16.0
Visakhapatnam to Kakinada,APSRTC - 23532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:35,04h 35m,4.2,281.0,26.0
Visakhapatnam to Kakinada,APSRTC - 3353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,20:20,03h 40m,3.2,281.0,31.0
Visakhapatnam to Kakinada,APSRTC - 2542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,21:35,04h 35m,3.6,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 3437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,20:55,03h 40m,3.1,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2215,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,22:05,04h 35m,2.4,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 3715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,22:40,05h 10m,3.7,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2818,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,21:40,03h 40m,2.5,281.0,33.0
Visakhapatnam to Kakinada,APSRTC - 2834,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,22:15,04h 00m,1.9,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2668,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:10,03h 40m,2.7,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 3713,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:59,04h 59m,3.5,281.0,33.0
Visakhapatnam to Kakinada,APSRTC - 2820,INDRA(A.C. Seater),19:15,22:55,03h 40m,2.9,340.0,30.0
Visakhapatnam to Kakinada,APSRTC - 2579,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,00:15,04h 35m,3.7,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2670,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,23:25,03h 40m,2.3,281.0,30.0
Visakhapatnam to Kakinada,APSRTC - 4863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,23:55,04h 10m,2.9,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2581,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,00:15,04h 00m,2.9,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2690,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:10,03h 40m,2.4,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 4930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,01:00,04h 15m,3.7,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2696,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:40,03h 40m,3.6,281.0,32.0
Visakhapatnam to Kakinada,APSRTC - 2543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,01:40,04h 30m,4.6,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 4986,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,01:30,04h 10m,3.7,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 24280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,01:40,04h 00m,3.7,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 2892,INDRA(A.C. Seater),21:50,01:30,03h 40m,4.0,340.0,37.0
Visakhapatnam to Kakinada,APSRTC - 2533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:30,04h 30m,3.5,281.0,34.0
Visakhapatnam to Kakinada,APSRTC - 3234,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,02:45,04h 35m,3.7,269.0,33.0
